order_id,customer_id,order_date,amount,payment_method,channel
edf626de-3370-49db-a204-aa33eae0aedd,146681,2025-07-11,386.42,cash,android
1824579d-0736-4397-88ec-3423abe77522,112857,2025-07-11,372.36,paypal,ios
bb47e6a2-3ee1-42a2-b067-05b07576eee1,120688,2025-07-11,339.06,cash,web
fa29240b-51bb-4247-97c5-4845e0b446a1,126043,2025-07-11,374.91,card,ios
61cafca6-441f-49c4-8bf3-371f2e388f4a,102275,2025-07-11,138.96,cash,ios
c358da57-23bd-4c3c-b53e-d3e2170f268c,148883,2025-07-11,118.93,applepay,android
06b41a57-3a91-4995-b912-d8e6cf8a81f1,134200,2025-07-11,481.42,card,android
1585dc86-3a15-4f90-9526-5865ddd8d70f,140849,2025-07-11,177.46,applepay,android
bdb0c160-6558-4037-9232-1d143ad30682,133129,2025-07-11,171.19,cash,android
09c5f020-f9a0-44e1-a9fb-84a72ffb7e7c,120563,2025-07-11,150.91,paypal,ios
4f8cc6a7-aaeb-4049-bae8-b46e0270f113,129427,2025-07-11,463.1,paypal,android
6a3f8119-a400-4bf6-94f5-52baa06e99be,104862,2025-07-11,58.37,paypal,web
e4d9120f-48a8-4602-8b87-fc251a0a71ed,133995,2025-07-11,261.71,applepay,android
f81fd5d9-3667-4330-8123-487790440921,101178,2025-07-11,356.31,applepay,ios
6e643c9d-b906-4f2e-a0b2-58428b8fea4d,133061,2025-07-11,5.16,card,android
9062f8a8-63e4-4c7e-907e-d5e14b1016a5,122850,2025-07-11,137.83,cash,ios
9e3c34d7-fe4f-4a01-8552-eff36063630c,112197,2025-07-11,212.55,cash,web
623d8d9b-fcc6-4dff-a9d1-850070f4a1e4,113624,2025-07-11,369.48,card,ios
b04883d4-0274-4de7-8031-656133f93739,126236,2025-07-11,7.6,card,android
0bed77cf-8e84-4fae-8889-f67216641519,143498,2025-07-11,445.35,card,ios
99afee2c-0c39-44d4-8876-5db13a301290,109157,2025-07-11,20.31,card,store
16056158-a393-465c-ba6a-15eb3b72bc1d,141178,2025-07-11,47.28,paypal,ios
94b5a2f4-ce8d-44ff-8a5f-6e2a3c3b036b,137640,2025-07-11,459.63,cash,web
bd2e06f7-f7f0-4008-9343-6024914c0207,117744,2025-07-11,455.48,paypal,store
37d1f33d-7184-4a37-afb2-762d2e2657c0,113324,2025-07-11,226.65,applepay,store
2b6988d6-c33b-4f4e-8c34-5410f6fac9da,130242,2025-07-11,21.73,applepay,web
72dd7fc0-64e7-4fd4-aa92-124fe374bb3f,115604,2025-07-11,176.18,applepay,store
b20a1fb8-88e2-4e90-b395-4877094e2ea1,147203,2025-07-11,252.09,applepay,web
0d3f8bf5-1ac7-4ce0-8718-a214ceb6d38a,129983,2025-07-11,208.64,paypal,android
4ae27508-7eb0-4725-a367-82c16cfeba07,148860,2025-07-11,33.26,applepay,android
42b37606-b662-4c95-9555-cba55847c4b1,119591,2025-07-11,298.16,applepay,android
4543288c-b7fa-43c1-ac79-18ea9c3bfddd,102678,2025-07-11,119.44,applepay,android
dab2c190-54a9-4e95-911a-7a8aef9d4229,112920,2025-07-11,133.97,paypal,android
46750f0d-ef42-4832-9972-cfc59ef75f08,129370,2025-07-11,406.12,card,store
247a58e7-d4f3-43bc-a2ef-ed9a9a62a016,124552,2025-07-11,33.54,cash,ios
da7e7915-4f84-462f-98a4-7bd7aae60be1,126439,2025-07-11,333.83,card,ios
84e295f2-5876-49c2-afe2-2c5a5f4eb5ae,140914,2025-07-11,36.66,card,android
7d69af2b-74a1-410e-8d9f-9d68ce33c1e1,131569,2025-07-11,346.45,cash,ios
5e437f9b-2570-4751-9144-c2cec4ba46a6,114070,2025-07-11,174.32,cash,store
1ccd98eb-5fcd-4372-a674-fb6ec4bb0c0b,124638,2025-07-11,286.56,card,ios
8258e544-024b-417d-a12d-36215577d512,121752,2025-07-11,323.55,paypal,web
bfee3dc1-6e2c-4825-9a91-b5e42f9f525b,105166,2025-07-11,391.94,card,store
7cb96968-e4ca-4dfd-8f04-57eee494e6c1,121153,2025-07-11,196.09,card,web
a17f3889-e3ce-4eaa-8edc-7555fcd712a2,118521,2025-07-11,352.51,card,web
403222ad-0dbe-4afe-93f6-83764384afff,107773,2025-07-11,180.3,paypal,store
acc7ba92-42e1-4f50-a31c-1456469b3b72,127099,2025-07-11,219.08,applepay,store
0a1d0a9b-07f4-4fad-864a-bb1d3cc435b2,109765,2025-07-11,252.08,applepay,store
c5648821-399d-4fd9-916d-4fdc2e571576,119868,2025-07-11,245.02,cash,store
93e415b6-8f9d-4fb1-9c73-753516081d04,105405,2025-07-11,486.22,card,ios
614616ec-06ef-4241-b86d-d90c80272040,110787,2025-07-11,419.44,card,web
3447890d-c30e-44c8-a3d4-587889e87225,120935,2025-07-11,466.36,card,store
4bc8f445-b769-4928-9f4a-85cc81331dbc,125943,2025-07-11,170.14,applepay,android
fda0ea9e-7653-457e-b183-3b3be6da9477,114895,2025-07-11,199.31,cash,ios
445cf2c0-d5da-444a-b016-2b584e2993bb,134177,2025-07-11,406.29,card,android
248b0d7d-0ace-4ba1-be6d-ea0e5e0dfcf5,101413,2025-07-11,137.69,cash,android
85a64fa8-fc25-412d-b0ce-c6c0020084db,109777,2025-07-11,405.51,card,ios
158a9443-c302-418a-b9e1-b371dd12b3d2,123749,2025-07-11,72.69,cash,store
d2a5174f-1527-4e5e-a157-188240cf5ec3,121239,2025-07-11,273.96,applepay,android
d4e349e2-5604-4db6-8d33-81f3320d3ae2,125340,2025-07-11,210.32,applepay,ios
ab867231-e42f-4dd0-b83d-e79f98c63bd2,133465,2025-07-11,84.42,paypal,android
dc8fdb54-84f7-46bf-8a02-de99ae2cba2b,145745,2025-07-11,16.48,applepay,ios
9b56f685-fb61-431a-9951-4ffa25e7ae0b,119472,2025-07-11,245.36,paypal,web
b7153b66-832e-406f-b347-341035b47a9e,112074,2025-07-11,123.98,cash,store
33ba6ab1-8ed0-4fea-8f06-b35983755990,101730,2025-07-11,355.51,applepay,ios
81e9e997-f500-4838-83d8-1179f07adbea,113859,2025-07-11,302.42,card,ios
b4f83587-d673-4e46-9fd5-f30bce3e0e8e,117154,2025-07-11,29.25,cash,ios
04a29449-9fd1-43de-b90b-2643dd718b16,118595,2025-07-11,43.9,applepay,ios
b4a219c2-8f4d-4a9f-bd0a-08dc82181874,142270,2025-07-11,490.48,cash,ios
949d6c42-bbfb-4ab1-895b-13e4705c45fb,118304,2025-07-11,434.43,card,ios
3c7e02ef-ace9-4bd1-aa2b-3823707133c3,109480,2025-07-11,365.18,card,android
c4657789-af47-4efd-8452-e490c1f988a7,122116,2025-07-11,358.43,cash,web
b1e0a5a0-7829-481a-8c6d-1a245b754c91,148067,2025-07-11,158.3,applepay,ios
e0568789-4eab-4817-98c8-a9fe9d2425d5,116135,2025-07-11,223.64,cash,ios
e6e7b3e9-aad7-44b8-903a-b6217d6e9655,136598,2025-07-11,240.95,paypal,web
0f450b80-be0e-43c9-b941-88a03b97bb96,147854,2025-07-11,196.4,paypal,store
fb66226b-e02a-4019-93c6-5a4c968117a8,113109,2025-07-11,384.92,card,web
256f6947-148d-4da8-8d52-f509ec7db39f,103786,2025-07-11,32.66,applepay,store
2809d4c0-3236-413e-8ea5-e739730ef952,147480,2025-07-11,253.88,applepay,android
bf5b4f66-e065-44e3-b9a9-f67c31e2e39e,123528,2025-07-11,455.7,paypal,ios
3c0d8d53-7c7b-4ec9-918d-6a9a66c7143e,104448,2025-07-11,391.6,card,ios
52e05cfa-fa9f-4ac8-b094-469ebb4cdc77,145166,2025-07-11,69.68,cash,store
22304e71-ef2b-4a37-ad15-56aba9ea3e5e,118216,2025-07-11,402.69,paypal,android
eb6813e1-3c6c-4a9e-ba39-876e301ddcd0,134811,2025-07-11,62.59,applepay,web
7af2629e-b41f-4d60-b2cd-5024bb634eff,142684,2025-07-11,101.32,applepay,store
c8680db5-93c7-4113-b3e7-8a82b7ec61e1,126897,2025-07-11,432.59,paypal,web
4105e971-9d81-4c65-aba7-58929e5ee133,105016,2025-07-11,140.37,applepay,store
6e58ab5a-9710-4a20-8bd9-13cd29a51365,147899,2025-07-11,46.04,paypal,store
99c416ab-3c0a-4eff-9e1f-68e2b81f2a3d,136262,2025-07-11,459.21,cash,android
930fbec4-4f06-4153-9dca-7a4893648ca7,119781,2025-07-11,191.87,cash,android
c4a67eb1-a9be-4b97-8b2f-7d17123e3056,124587,2025-07-11,331.65,applepay,ios
63801f1a-27d1-4404-9067-b4263bb21e44,107149,2025-07-11,84.84,paypal,store
87458666-5169-4f8b-8d2c-3df5569d59d9,109562,2025-07-11,90.98,cash,ios
b23aa026-5be9-4b0d-af9e-9c3590989b30,117199,2025-07-11,136.28,card,store
f141a2bd-55e0-429b-81b8-1895c3a8132d,128391,2025-07-11,20.39,paypal,web
cd266001-4d9d-4be4-ae83-9da711617ef1,147912,2025-07-11,127.78,paypal,ios
fbcf952a-1de0-4c16-b792-0cb3d727092c,149256,2025-07-11,96.15,card,web
75e89986-500a-4878-8d70-40b099297e96,127618,2025-07-11,247.93,paypal,android
fb94c15b-58b0-4071-ad1c-cf7d95ab343e,100743,2025-07-11,19.4,applepay,android
ab96e3ff-1fa9-4cce-95af-0a40939a32a8,130141,2025-07-11,365.77,cash,store
3a716e7d-cf11-4878-a23d-655e22c7b760,124038,2025-07-11,326.96,paypal,ios
a354f074-43be-4303-a769-ed788c927037,123901,2025-07-11,332.28,paypal,web
626d5a27-74e8-4240-8f5f-2bfd669a9802,146521,2025-07-11,401.26,applepay,web
ce176111-2ab7-4ea9-8c6a-7cdcb7ae236c,108292,2025-07-11,363.15,applepay,ios
8420df98-8a2f-4e34-801a-d79613116f6e,124343,2025-07-11,99.02,card,ios
d3f8eff7-63b3-4706-b2b3-579a07e80952,147167,2025-07-11,23.99,cash,ios
fe880c03-0688-4005-9e11-0c810704f69b,100044,2025-07-11,46.28,applepay,web
dc8a7bba-045b-490d-988f-c8991445248b,129844,2025-07-11,216.87,applepay,android
6fec9d80-3f6e-4b2a-ba2c-1857ad1d3159,138849,2025-07-11,171.83,cash,android
424f710a-5f9a-4ac4-98d5-cff6584612a6,134502,2025-07-11,240.67,cash,ios
789b54ff-b1da-45f8-a853-594adc4eaf14,129572,2025-07-11,101.76,paypal,ios
da9be9a4-7494-4c7c-84dc-9b8f64ad3ed0,124891,2025-07-11,383.93,cash,web
ff089503-0d31-40bd-8307-7dfc38ea918d,113509,2025-07-11,472.77,card,store
5e5c8e39-0bef-4f90-b1d1-f4a203a53fa7,136528,2025-07-11,52.29,applepay,store
92ab0ab1-ad20-4880-8fe6-77fb233f2560,114976,2025-07-11,134.46,applepay,android
49e36fe7-6cef-4905-ade3-5f5fbf2f6b86,124132,2025-07-11,397.73,card,web
ad3f3df6-3092-4f1f-978c-da730a719989,147592,2025-07-11,227.82,paypal,ios
c086f6d3-0372-4029-ae88-d01cb7d3b639,140787,2025-07-11,228.84,applepay,ios
bdda06de-4b5f-4512-9057-44a0688ee1ee,108883,2025-07-11,187.82,applepay,ios
e250260f-6a7c-4088-9e8a-b335324d0301,148689,2025-07-11,286.43,cash,web
e712746e-1079-450c-806a-a0dfa20c9527,140319,2025-07-11,226.45,applepay,store
0b4e9b87-f6f5-43e0-8d73-cfeafb543cc0,132409,2025-07-11,243.22,paypal,store
a6764204-2593-4e38-89aa-edaf3f4005b0,121375,2025-07-11,311.57,paypal,web
a26716fc-df68-4ebc-bc35-6eb4a88b848a,143616,2025-07-11,476.35,applepay,ios
c231b25f-7f2d-4aeb-a25c-f485f7ce7038,121440,2025-07-11,204.91,cash,store
dc573656-f197-4429-bbf1-bea77abe826f,122737,2025-07-11,292.97,cash,ios
b677f9fd-8789-4ed0-b85b-207fd757cec8,122440,2025-07-11,481.96,card,android
9d49e316-2c81-4c6b-9511-c5d4529e8f15,108283,2025-07-11,335.69,applepay,store
69462706-de33-4067-82bf-e6abf205d14a,112137,2025-07-11,400.86,card,store
d8c8c663-1b5f-46be-8b67-41b0ff096769,141634,2025-07-11,316.18,paypal,ios
ad67421f-2c33-4d9f-8471-4af4acd693fc,123134,2025-07-11,116.68,paypal,web
eb39c89f-88fd-457a-84ec-771e8072822a,101050,2025-07-11,436.16,cash,android
352b78b0-5b22-4a32-aa0d-3b5bb8ec61f1,129325,2025-07-11,437.3,cash,web
4cea5489-e137-4e05-a61d-5374f1bd2923,122137,2025-07-11,207.52,paypal,web
49ea15b9-120c-40e1-8d71-7b7d18e0a998,125043,2025-07-11,70.32,applepay,android
3b3dda55-ce80-4f48-b4e0-a2d157c19159,127371,2025-07-11,97.56,card,android
5918a131-b31e-4609-912a-96531013aa8d,102192,2025-07-11,16.43,applepay,store
3b055af7-d5fc-48a6-b92c-9966f6057abd,118567,2025-07-11,402.57,applepay,store
e608729b-423d-4bb2-864b-384985fa135a,111134,2025-07-11,201.74,cash,android
c3fe192c-7825-4c41-8449-9d29657be41b,127675,2025-07-11,392.44,paypal,store
8ee43ab3-8715-4ff1-949a-9b5f01fbeea1,115574,2025-07-11,490.34,paypal,web
100c216f-d8f2-485c-bae4-b865a4556126,129266,2025-07-11,353.18,cash,android
f1082bcb-3dc4-4ea0-9e49-1995894488fe,100135,2025-07-11,387.18,paypal,store
89e55621-8782-470b-9bcb-3e09d325d3de,121571,2025-07-11,340.59,card,android
5bababa9-0689-4f72-92ad-d421998d1f22,117316,2025-07-11,287.78,applepay,store
697862ee-ad6f-4e19-be0d-e8fd2f54f6ce,102565,2025-07-11,42.81,cash,web
1e88fb12-eb34-4177-a67d-a02f1dc5fbe5,148668,2025-07-11,49.08,cash,store
9e3d1adc-253d-4207-84a6-bc2d37389c1c,149662,2025-07-11,168.97,applepay,store
65aaad8f-a73d-4f5e-9c98-3ca8cac64eb8,124568,2025-07-11,443.4,paypal,web
a8623a48-389c-4ef5-bdd0-a8391fec6ad8,132814,2025-07-11,445.05,paypal,ios
04ada727-870e-4d7e-ac17-cd04f9f91a1e,131533,2025-07-11,354.45,paypal,store
eadfa38c-284f-44c9-86bc-03b8a4dbc5c2,105650,2025-07-11,493.43,paypal,ios
5fbe09fd-c6a6-460a-9a19-a6e2bd5db2e8,101978,2025-07-11,46.62,paypal,ios
a72b07a5-f91f-45eb-a4f9-bc4043378989,139611,2025-07-11,385.55,cash,android
cd3a7d91-d992-4e8e-92a9-eef4416eba4d,118166,2025-07-11,279.29,applepay,android
3e466884-ba79-45df-a2ee-006d99a173dc,143082,2025-07-11,98.85,applepay,android
e073b95b-d38e-48e6-a8d0-79a950122347,127380,2025-07-11,219.67,cash,ios
8a0c4b35-896a-4c37-979d-248455ef19db,102434,2025-07-11,204.31,paypal,web
54f3b93e-cc91-4941-b481-139a9aad7342,145517,2025-07-11,87.72,card,ios
7f3633af-c7c2-493b-a0cf-91073f90edc6,141157,2025-07-11,308.93,cash,store
6dfdd696-c8d6-42be-9cf7-b29cd2bfadc3,138216,2025-07-11,431.81,applepay,web
1e7e50a6-eddd-48a9-8057-2964a79f8ed7,136578,2025-07-11,485.19,cash,ios
358f7ba7-b813-48be-af70-bdbda870d581,107105,2025-07-11,325.55,applepay,web
a2708514-4e45-41de-bdb8-1721fa6b03f8,119640,2025-07-11,488.07,paypal,android
ed3ef2dc-9ac0-4266-bd95-dbf382d3acbe,100729,2025-07-11,145.83,paypal,ios
633ddd06-af22-4ba2-b687-606b0997515e,112795,2025-07-11,90.38,cash,store
30dfae18-168d-4f80-bf80-59b5bb75b7ec,107234,2025-07-11,370.95,card,ios
764d2ead-cbff-4f62-8523-5a753f269c81,139808,2025-07-11,205.44,applepay,store
8e40d88b-c204-40d6-bd31-b11ab76af7a8,138447,2025-07-11,199.15,card,android
3ab8f638-01c4-434e-adde-58448fa71855,136757,2025-07-11,92.54,applepay,ios
8ba3b334-20db-460a-8b61-ebcd5e853d73,121024,2025-07-11,56.34,paypal,android
e514d97b-d6c1-4487-b77f-875da7e10c2d,123425,2025-07-11,277.97,card,android
3d8c5443-5d14-40be-a828-8c2fb65b29c6,100996,2025-07-11,155.88,card,android
16c87cac-5ffa-49e0-b25d-6f1343a2a2f5,140950,2025-07-11,330.9,paypal,web
ca8a3a72-7011-4586-b7c3-7315649209c0,130617,2025-07-11,411.38,card,web
d5145718-2085-4330-bc8c-e26bf4edcb21,109462,2025-07-11,488.35,cash,ios
162e8f86-7238-425d-9e7d-1f32562c02a6,124706,2025-07-11,368.07,applepay,android
1155998c-a67b-4099-857d-5bef8d6153ee,121446,2025-07-11,123.3,applepay,ios
2126fcd8-7849-45a3-ac0f-51d46525fdd8,129532,2025-07-11,406.15,card,web
2c9c178c-108a-44c1-84b3-023e7d7bc2a2,134719,2025-07-11,411.68,applepay,store
279f0899-39ce-4609-9de6-f8d908db1f72,113910,2025-07-11,267.5,cash,ios
f8a2dd4e-63dd-484c-9585-a651b8f121e0,120856,2025-07-11,131.44,paypal,android
6963184f-4172-46c6-8f88-955cd395bf03,135749,2025-07-11,71.82,paypal,ios
